text1,text2,label
Flaxseeds,linum usitatissimum,1
QUICKLIME,Chlorine,0
cottage cheese,flax seeds,0
PG ALGINATE,magnesia alba,0
ERITHROSINE,Hydrochloric Acid,0
QUINOLINE YELLOW,ferric oxide,0
E210,Benzoic Acid,1
hamburger meat,ground beed,1
Ethyl Maltol,Water,0
potassium sorbate,sodium bicarbonate,0
dmps,polydimethylsiloxane,1
Ponceau 4R,ponceau 4,1
Calcium Inosinate,Calcium Inosinate,1
guar flour,ala,0
sorbite,L-CYSTEINE,0
Calcium Guanylate,Calcium Guanylate,1
microwax,Barley,0
heavy cream,Cellulose,0
lisine,LYSINE,1
E508,potassium chlor,1
Calcium Stearoyl Lactylate,CSL,1
Glycine,glycocoll,1
E151,BLACK PN,1
E120,carmine,1
carrageen,grapes,0
glycerin,E507,0
beef stake,STEAK,1
cacl2,Calcium Chloride,1
indigo,azobisformamide,0
calcium sulfate,ammonium glutamate,0
E632,dipotassium inosinate,1
titanium oxide,heavy creme,0
E172,Potassium Inosinate,0
monoammonium glutamate,ground turky,0
Tartaric Acid,whole milk,0
vitamin c,VITAMIN C,1
Lecithin,Lecithin,1
Vegetable Carbon,E153,1
calcium carbonat,DISODIUM INOSINATE,0
Ammonium Chloride,sal ammoniac,1
carmoisin,magnesia magma,0
E507,cheddar cheese,0
sodium stearoyl lactylate,potassium carbonate,0
E636,LARIXINIC ACID,1
fagopyrum esculentum,buckwheat,1
E127,erythrosine bs,1
tomatoes,tomatos,1
indigo carmine,Indigo Carmine,1
calcium ascorbate,CALCIUM ASCORBATE,1
E529,ammonium glutamate,0
potassium pyrosulfite,Potassium Bromate,0
sulfuric acid,E526,0
hordeum vulgare,barle,1
ferric oxide,Iron Oxides,1
gum arabic,Gum Arabic,1
pearl ash,whole chicken,0
ethyl maltol,ETHYLMALTOL,1
confectioner's glaze,Shellac,1
vitamin E,tocopherol,1
Amaranth,Amaranth,1
calcium hydroxide,GELATINE,0
buckwheat,Buckwheat,1
E213,vitamin d3,0
Indigo Carmine,E132,1
erythrosine,duck magret,0
sodium lactate,Beeswax,0
soy lecithin,sodium bicarb,0
barley,barle,1
sodium sorbate,Sodium Sorbate,1
calcium benzoate,ornges,0
hexamethylenetetramine,glycerin,0
VITAMIN B2,glycine,0
calcium alginate,magnesium glutamate,0
Tomatoes,solanum lycopersicum,1
lecithin,lecthin,1
potassium glutamate,Monopotassium Glutamate,1
maltol,LARIXINIC ACID,1
E904,LAC RESIN,1
E171,E530,0
E624,Monoammonium Glutamate,1
E153,grapes,0
azorubine,vitamin c,0
sodium sulphite,SODIUM SULFITE,1
GOLD,otes,0
spinage,leusine,0
VITAMIN C,E515,0
calcium hydroxide,ala,0
Ground Beef,MINCED BEEF,1
chile saltpeter,disodium guanylate,0
ammonium alginate,Vitamin D3,0
E412,guar flour,1
E101,bromic acid potassium salt,0
E905,mineral hydrocarbons,1
sodium carbonate,Sodium Carbonate,1
hartshorn,baker's ammonia,1
Sodium Ascorbate,E926,0
essential amino acid,L-Lysine,1
Indigo Carmine,BLACK PN,0
E338,young beef,0
washing soda,SODA ASH,1
locust bean gum,Locust Bean Gum,1
Ethyl Paraben,SILICON DIOXIDE,0
lycopene,Lycopene,1
Turmeric,pot roast,0
Beetroot Red,Beetroot Red,1
potash sulfate,l-cysteine,0
Titanium Dioxide,E905,0
alginate,vitis vinifera dried,0
vitamin b2,linum usitatissimum,0
sodium citrate,Sodium Citrate,1
Heavy Cream,heavy cream,1
calcium sulphite,vitamin e,0
Biphenyl,phenylbenzene,1
agar agar,agar-agar,1
sodium stearoyl lactylate,grapes,0
E173,Aluminium,1
clorophyll,cottage chese,0
dimethylpolysiloxane,polydimethylsiloxane,1
Sorbitol,Sorbitol,1
E406,petroleum jelly,0
E226,magnesia alba,0
sodium ribonucleotide,neotame,0
sulfuric acid,Sulphuric Acid,1
Glycerin,GLYCERINE,1
Potassium Alginate,BARLE,0
monoammonium glutamate,chicken breast,0
lycopen,LYCOPENE,1
sodium ascorbate,calcium glutamate,0
E518,appls,0
ascorbyl palmitate,CAROTS,0
petroleum wax,amylase,0
Carrageenan,E500,0
Potassium Carbonate,potash,1
rice,ryce,1
veal,VEAL,1
cheddar cheese,spinacia oleracea,0
Green S,SODA ASH,0
carminic acid,carmin,1
ammonium chlor,SAL AMMONIAC,1
maltol,zea mays,0
Guar Gum,curd cheese,0
caramel,whole milk,0
E202,beef cut,0
SODIUM METABISULFITE,Sodium Ribonucleotide,0
E422,vitamin C,0
Aspartame,ASPARTAM,1
Turmeric,beef roest,0
Cream Cheese,barley,0
beef cut,beef stake,1
Greek Yogurt,GREEK YOGHURT,1
GLYCERIN,Apples,0
gum arabic,arabic gum,1
sulphur dioxide,SULFUR DIOXIDE,1
indigo carmine,E925,0
E414,arabic gum,1
phoenix dactylifera,dates,1
E509,CACL2,1
pectine,CHEDDAR,0
ALGINATE,E405,0
VITAMIN E,E501,0
ammonium glutamate,Veal Cutlets,0
E161b,Lutein,1
Vegetable Carbon,Cheddar Cheese,0
E501,potash,1
Magnesium Hydroxide,MILK OF MAGNESIA,1
Sodium Bicarbonate,sodium bicarb,1
E224,chicken this,0
ascorbic acid,vitamin c,1
E507,muriatic acid,1
Annatto,Calcium Chloride,0
baker's ammonia,ammonia water,0
carotene,E508,0
potassium guanylate,DIPOTASSIUM GUANYLATE,1
ALGINATE,whipping cream,0
BETA CAROTENE,E300,0
SORBATE,hemp seed,0
E516,omega-3,0
butylhydroxytoluene,BUTYLATED HYDROXYTOLUENE,1
Neotame,neotame,1
carob bean gum,whipping cream,0
riboflavin,Riboflavin,1
carotenes,BETA CAROTENE,1
vitis vinifera,Grapes,1
E212,Butter,0
omega 3,OMEGA 3,1
erythrosine,ERITHROSINE,1
CHALK,SODIUM ASCORBATE,0
E404,Calcium Alginate,1
E407,Magnesium Sulphate,0
iron oxides,IRON OXIDE,1
SULFURIC ACID,lamb chops,0
Potassium Chloride,Silicon Dioxide,0
Beef Roast,Beef Roast,1
Copper Chlorophyll,copper chlorophyll,1
potatoes,potatos,1
chia seeds,Cellulose,0
lithol rubine,GUARAN,0
Sodium Sulphite,L-Lysine,0
CAROB GUM,ammonium glutamate,0
QUINOLINE YELLOW,lycopen,0
Octyl Gallate,LYSINE,0
potassium nitrate,saltpeter,1
Sodium Citrate,SODIUM CITRATE,1
cochineal extract,SODIUM PHOSPHATE,0
E124,Ponceau 4R,1
E301,whey protien,0
carmine,carmin,1
ascorbic acid,l-lysine,0
agar,whole bird,0
amarant,Potassium Carbonate,0
Sodium Ribonucleotide,DISODIUM RIBONUCLEOTIDE,1
Heavy Cream,whipping cream,1
potassium alginate,potassium alginate,1
Annatto,E160b,1
Magnesium Oxide,Magnesium Oxide,1
Sodium Citrate,E331,1
E175,Sulphuric Acid,0
Sulphur Dioxide,Sodium Phosphate,0
Biphenyl,biphenyl,1
amylase,lipase,1
propylene glycol alginate,chlorine dioxide,0
sodium nitrite,ammonium chloride,0
tartrazine,Tartrazine,1
potassium pyrosulfite,Potassium Metabisulphite,1
AMMONIA WATER,Cheddar Cheese,0
Benzoic Acid,benzoic,1
octyl gallate,Glycerol,0
Potassium Guanylate,potassium guanylate,1
calcium citrate,Calcium,1
sodium inosinate,disodium inosinate,1
Guar Gum,E637,0
citric,whipping cream,0
E331,potassium carbonate,0
pectin,Hydrochloric Acid,0
disodium inosinate,Aspartame,0
Black PN,black pn,1
magnesia magma,maltodextrin,0
ammonium chlor,E640,0
sodium hydroxide,LYE,1
E227,calcium hydrogen sulfite,1
Apples,apples,1
E402,rice,0
sodium stearoyl lactylate,Greek Yogurt,0
vitamin b2,RIBOFLAVIN,1
sodium chloride,SODIUM CHLORIDE,1
chicken thighs,chicken this,1
monoammonium glutamate,AMMONIUM GLUTAMATE,1
Ammonium Chloride,Iron,0
heavy creme,Grapes,0
Locust Bean Gum,BAKING SODA,0
confectioner's glaze,RYCE,0
ssl,sodium inosinate,0
Sorbic Acid,E200,1
sodium sorbate,wheet,0
calcium chlor,potatos,0
BAKING SODA,Hemp Seeds,0
Butter,dairy butter,1
yellow 5,Tartrazine,1
E961,neotame,1
gold powder,tocopherol,0
E160d,ACACIA GUM,0
ferric pyrophosphate,irn,1
HARTSHORN,datess,0
Sulphur Dioxide,carob bean gum,0
chia seeds,CALCIAM,0
Sodium Nitrate,phosphoric,0
Erythrosine,carrots,0
E310,cannabis sativa seeds,0
Patent Blue,POTASSIUM SORBATE,0
calcium carbonat,CALCIUM CARBONATE,1
sunflower lecithin,vitamin d,0
chlorophyll,Chlorophyll,1
Mineral Hydrocarbons,glucose,0
Sulphuric Acid,chia seed,0
shellac,Calcium,0
potassium benzoate,Potassium Benzoate,1
Sodium Phosphate,sodium phosphate,1
Copper Chlorophyll,COPPER CHLOROPHYLLIN,1
ethyl paraben,Ethyl Paraben,1
SULFURIC ACID,DISODIUM RIBONUCLEOTIDE,0
ponceau 4r,PONCEAU,1
ammonium alginate,raisins,0
E180,diphenyl,0
Ammonium Alginate,Ammonium Alginate,1
CALCIUM CITRATE,citrus sinensis,0
beef roast,beef roest,1
Lithol Rubine,Dates,0
E407,carrageenan,1
E321,minced beef,0
CALCIUM ASCORBATE,Sodium Guanylate,0
E211,Sodium Benzoate,1
E302,calcium ascorbate,1
carmin,Vitamin D3,0
Mineral Hydrocarbons,tomatoes,0
stearic acid,STEARIC,1
Glycerol/Glycerin,GLYCERIN,1
Sodium Benzoate,PDMS,0
cultured cream,oats,0
glutamic acid,SILICON DIOXIDE,0
calciam,Calcium,1
butylhydroxytoluene,chicken legs,0
dipotassium inosinate,Potassium Inosinate,1
Methylcellulose,METHYL CELLULOSE,1
vitis vinifera,GRAPES,1
Whey Protein Isolate,milk protein,1
Agar,agar agar,1
Maltodextrin,MALTODEXTRINE,1
E127,Salt,0
cultured cream,SOUR CREME,1
bht,butylhydroxytoluene,1
TARTRATE,SORBIT,0
E132,"1,2-propanediol",0
solanum lycopersicum,tomatos,1
E422,glycerol,1
shellac,Neotame,0
sulphuric acid,oil of vitriol,1
dha,OMEGA 3,1
E482,calcium stearoyl lactylate,1
Whole Chicken,whole chicken,1
fermented milk drink,BUCKWHEET,0
Potassium Chloride,KCL,1
sodium ascorbate,Sodium Ascorbate,1
cacl2,CACL2,1
caramel coloring,Caramel Color,1
tartrazine,tartazine,1
OCTYL GALLATE,CSL,0
E153,turky breast,0
calcium stearoyl lactylate,CSL,1
E406,lamb chops,0
biphenyl,Biphenyl,1
L-Leucine,leucine,1
maltol,duck breat,0
E629,CALCIUM GUANYLATE,1
Potassium Benzoate,Potassium Inosinate,0
silica,SILICON DIOXIDE,1
ascorbyl palmitate,Ascorbyl Palmitate,1
soy lecithin,shellac,0
E633,spinacia oleracea,0
Vitamin D3,vitamin d3,1
Sodium 5'-Ribonucleotide,sodium ribonucleotide,1
Biphenyl,Turkey Breast,0
avena sativa,potatoes,0
Lycopene,LYCOPENE,1
achiote,ANNATO,1
tartarazine,POT ROAST,0
Chicken Breast,chicken breat,1
cellulose,CELLULOSE,1
Tomatoes,tomatoes,1
E410,Guar Gum,0
ferric oxide,IRON OXIDE,1
veal cutlets,VEAL,1
SAL AMMONIAC,ground turky,0
sodium ascorbate,Sodium Sulphate,0
calcium alginate,Calcium Alginate,1
CALCIUM GUANYLATE,DISODIUM INOSINATE,0
Cream Cheese,creme cheese,1
glycerin,Glycerin,1
Potassium Inosinate,E632,1
NaHCO3,calcium citrate,0
Sodium Sorbate,sodium sorbate,1
E526,SLAKED LIME,1
E503,ammonium carbonate,1
tocopherols,Tocopherols,1
calcium phosphate,E525,0
caramel,Caramel Color,1
Silver,E310,0
omega 3,Omega-3 Fatty Acids,1
calcium guanylate,POT ROAST,0
E226,calcium sulphite,1
E460,MCC,1
turmeric,Turmeric,1
calcium phosphate,NaHCO3,0
aqua ammonia,AMMONIA WATER,1
hexamethylenetetramine,CITRATE,0
Water,distilled water,1
Cellulose,CELLULOSE,1
tartrazine,mineral hydrocarbons,0
ammonium glutamate,monoammonium glutamate,1
saltpeter,SODIUM PHOSPHATE,0
tocopherol,E525,0
turkey,vitamin c,0
sodium sulphite,Sodium Sulphite,1
Erythrosine,PDMS,0
bha,BUTYLATED HYDROXYANISOLE,1
E509,beef cut,0
vitamin e,XANTHUM,0
phosphoric,Phosphoric Acid,1
E200,bee wax,0
dimethylpolysiloxane,gelatin,0
Maltol,E636,1
sea salt,Salt,1
potassium inosinate,Potassium Inosinate,1
MAGNESIA,Calcium Guanylate,0
E510,ammonium chloride,1
SODIUM METABISULFITE,citrate,0
E420,SORBIT,1
E161b,vitamin E,0
MAGNESIA,OMEGA 3,0
carmine,dha,0
gold leaf,gold powder,1
Ammonium Alginate,PROPYLENE GLYCOL,0
Potassium Sorbate,potassium sorbate,1
guaran,E507,0
methyl cellulose,Carrots,0
chlorophyl,Chlorophyll,1
vitamin E,glutamic acid,0
CALCIUM GUANYLATE,greek yogurt,0
spinacia oleracea,essential amino acid,0
Calcium Hydrogen Sulphite,calcium hydrogen sulphite,1
Vegetable Carbon,CARBON BLACK,1
chicken,Chicken Breast,1
spinacia oleracea,Spinach,1
lamb shops,LAMB RIBS,1
potassium inosinate,chlorine,0
potassium sulfate,buttermilke,0
lamb chops,ricota cheese,0
ethyl maltol,Ethyl Maltol,1
copper chlorophyllin,potassium benzoate,0
E102,tartrazine,1
sodium stearoyl lactylate,SLAKED LIME,0
Calcium Citrate,E530,0
BENZOATE,grapes,0
Calcium Benzoate,calcium benzoate,1
Chlorophyll,Sodium Nitrite,0
greek-style yogurt,greek yogurt,1
Neotame,E961,1
Butylated Hydroxytoluene (BHT),butylated hydroxytoluene,1
whipping cream,heavy cream,1
chlorine,chlorine gas,1
carmine,Sulphur Dioxide,0
DISODIUM INOSINATE,cysteine hcl,0
Monopotassium Glutamate,monopotassium glutamate,1
ammonia water,Ammonium Hydroxide,1
sodium ascorbate,SODIUM ASCORBATE,1
Butylated Hydroxyanisole (BHA),bha,1
Chicken Thighs,CHICKEN LEGS,1
solanum tuberosum,potatoes,1
OCTYL GALLATE,Calcium Citrate,0
octadecanoic acid,stearic,1
E410,BRAZIL WAX,0
carmoisin,azorubin,1
ethyl maltol,Ethyl Maltol,1
tartrazine,LITHOL,0
azodicarbonamide,azobisformamide,1
Ammonium Hydroxide,ammonium hydroxide,1
E252,potassium nitrate,1
Potassium Sorbate,GYPSUM,0
whole chicken,stearic acid,0
Ammonium Chloride,E510,1
Silver,Silver,1
gum arabic,vitis vinifera dried,0
Curcumin,silicon dioxide,0
E153,soft cheese,0
CHLORINE OXIDE,whey protein,0
alginate,algin,1
calcium citrate,calcium citrate,1
leusine,L-Leucine,1
E628,potassium guanylate,1
E221,Hexamine,0
vitamin C,VITAMIN C,1
riboflavin,Riboflavin,1
chlorine,CHLORINE GAS,1
RICOTTA,vitamin c,0
patent blue v,PATENT BLUE,1
vegetable carbon,CARBON BLACK,1
carmin,omega 3,0
tartaric acid,tartric acid,1
E302,sour creme,0
E306,vitamin E,1
QUICKLIME,silicon dioxide,0
quinoline yellow,Ethyl Maltol,0
E220,LEUCINE,0
Butter,Butter,1
E628,potassium guanylate,1
Chicken Thighs,dark meat chicken,1
carrageenan,soft cheese,0
Hexamine,buttermilk,0
calcium stearoyl lactylate,Magnesium Carbonate,0
Heavy Cream,WHIPPING CREAM,1
E624,AMMONIUM GLUTAMATE,1
Gelatin,gelatin,1
azodicarbonamide,Azodicarbonamide,1
AMMONIA WATER,Greek Yogurt,0
E507,Ghee,0
milk,Whole Milk,1
Sodium Sorbate,E524,0
magnesium oxide,MAGNESIAM,1
CHILE SALTPETER,Sodium Lactate,0
vitamin B2,calcium stearoyl lactylate,0
ssl,monosodium glutamate,0
calcium stearoyl lactylate,ala,0
HARTSHORN,Cellulose,0
propyl gallate,PROPYL GALLATE,1
magnesia magma,Dates,0
chia seeds,Chia Seeds,1
Cornish Hens,Cornish Hens,1
e551,Silicon Dioxide,1
Sodium Guanylate,potassium guanylate,0
gelatin,Gelatin,1
ethyl 4-hydroxybenzoate,potassium glutamate,0
ASCORBYL PALMITATE,mineral hydrocarbons,0
BETA CAROTENE,E227,0
E622,potassium glutamate,1
aged cheese,spelt,0
young beef,veal cutlets,1
E410,carob gum,1
Sorbic Acid,Sorbic Acid,1
tartazine,neotam,0
potassium sorbate,CAROB GUM,0
carotene,Carotenes,1
lutein,sorbit,0
benzoic acid,benzoate,1
azorubin,AZORUBINE,1
ammonium glutamate,buttermilk,0
octadecanoic acid,STEARIC,1
potassium benzoate,SODA ASH,0
Pectin,E440a,1
luteine,E482,0
Cottage Cheese,CURD CHEESE,1
Buckwheat,fagopyrum esculentum,1
beetroot red,CALCIUM STEAROYL LACTYLATE,0
E127,erythrosin,1
KEPHIR,omega 3,0
Propylene Glycol,propylene glycol,1
Magnesium Oxide,MICROWAX,0
carotene,Calcium Carbonate,0
avena sativa,phoenix dactylifera,0
Chalk,calcium carb,1
ornges,Oranges,1
Enzymes,protease,1
E627,bananas,0
E951,aspartam,1
epa,dha,1
hcl,barle,0
Baking Soda,Hydrochloric Acid,0
E508,whole bird,0
Phosphoric Acid,PHOSPHATE,1
E622,whey protein,0
aspartam,Gelatin,0
phenylbenzene,BRAZIL WAX,0
cellulose,CELLULOSE,1
E924,potassium bromate,1
amaranth,ornges,0
carmoisine,l-cysteine,0
Sodium Bicarbonate,BAKING SODA,1
annato,Spinach,0
CARBON BLACK,methylcellulose,0
Green S,calcium phosphate,0
E226,TARTRATE,0
flax seeds,flaxseed,1
Calcium Oxide,clarified butter,0
MILK OF MAGNESIA,STEAK,0
lithol,monosodium glutamate,0
Sodium Bicarbonate,sodium bicarbonite,1
Omega-3 Fatty Acids,OMEGA 3,1
Carmoisine/Azorubine,azorubin,1
bht,butylated hydroxytoluene,1
petroleum wax,MICROWAX,1
RIBOFLAVIN,Sodium Benzoate,0
potassium sulfate,wheat,0
dipotassium guanylate,E640,0
milk of magnesia,Ground Beef,0
E101,Potassium Guanylate,0
butylhydroxytoluene,magnesium oxide,0
methylcellulose,wheat,0
L-Lysine,LYSINE,1
E174,silver leaf,1
Sorbic Acid,glycocoll,0
young beef,Veal Cutlets,1
sodium metabisulphite,sodium pyrosulfite,1
LYCOPENE,E507,0
Cream Cheese,spreadable cheese,1
buckwheet,cannabis sativa seeds,0
Monoammonium Glutamate,ammonium glutamate,1
spreadable cheese,cream cheese,1
ricotta cheese,ricota cheese,1
Cochineal/Carminic Acid,Cochineal,1
erythrosine,erythrosin,1
Sulphur Dioxide,SULFURIC ACID,0
aqua,distilled water,1
E101,beet red,0
E637,Ethyl Maltol,1
E153,Glycerin,0
Potassium Carbonate,potassium carbonate,1
Potassium Guanylate,dipotassium guanylate,1
E110,octadecanoic acid,0
pectine,Chlorine,0
E171,E628,0
lamb cutlets,Bananas,0
E920,cysteine,1
Tocopherols,KEENWA,0
Propyl Gallate,algin,0
Sodium Hydroxide,LYE,1
h2o,Vitamin D3,0
CALCIUM GUANYLATE,IRN,0
ghee,GHI,1
E162,Gelatin,0
E102,tartarazine,1
Hexamine,HEXAMETHYLENETETRAMINE,1
Sodium Alginate,E401,1
Ponceau 4R,PONCEAU,1
SUNSET YELLOW,chile saltpeter,0
Bananas,Bananas,1
GHI,rasins,0
muriatic acid,HEMP SEED,0
sorbite,Sorbitol,1
vitamin b2,VITAMIN B2,1
Chlorine Dioxide,BUCKWHEET,0
Copper Chlorophyll,copper chlorophyllin,1
Benzoic Acid,E300,0
lye,MILK OF MAGNESIA,0
whole chiken,IRN,0
MINERAL OIL,Raisins,0
citric,CITRATE,1
Cheddar Cheese,Cheddar Cheese,1
Propyl Gallate,E310,1
E100,curcumin,1
Baking Soda,BAKING SODA,1
calcium sulphite,CALCIUM SULFITE,1
kephir,stearic acid,0
calcium sulphate,turkey fillets,0
sodium phosphate,Sodium Phosphate,1
indigotine,Omega-3 Fatty Acids,0
tartazine,YELLOW 5,1
sodium bicarbonate,sodium bicarbonat,1
Titanium Dioxide,milk protein,0
sorbic,SODIUM SULFITE,0
bromic acid potassium salt,chicken,0
sodium ascorbate,sodium ascorbate,1
Butter,butter,1
neotame,Neotame,1
ponceau 4r,ponceau 4,1
Chlorophyll,chlorophyll,1
aspartame,Aspartame,1
carmin,calcium phosphate,0
BUTYLATED HYDROXYANISOLE,Magnesium Glutamate,0
Lithol Rubine,E223,0
SSL,sodium bicarbonat,0
potassium bromate,glycerin,0
potassium carbonate,SAL AMMONIAC,0
Lutein,Citric Acid,0
Beetroot Red,E162,1
black pn,Black PN,1
magnesium carbonate,magnesium carb,1
Beef Roast,POT ROAST,1
aluminium,Rice,0
magnesium glutamate,daucus carota,0
E239,E415,0
azodicarbonamide,ADA,1
Beeswax,E951,0
E306,calcium stearoyl lactylate,0
salt,SODIUM CHLORIDE,1
methenamine,E482,0
chlorine gas,silicon dioxide,0
Titanium Dioxide,TITANIUM WHITE,1
tocopherol,CELLULOSE,0
carrageen,spinage,0
amylase,ENZIMES,1
Annatto,annatto,1
curd cheese,Cottage Cheese,1
E905,hemp seeds,0
Cochineal/Carminic Acid,carmin,1
indigo,BETA CAROTENE,0
Ascorbyl Palmitate,E304,1
"1,2-propanediol",propylene glycol,1
Calcium Alginate,calcium alginate,1
Mineral Hydrocarbons,E905,1
Oranges,oranges,1
Potassium Metabisulphite,POTASSIUM METABISULFITE,1
lipase,Enzymes,1
Ethyl Paraben,tartaric acid,0
E131,vitamin c,0
shellac,E951,0
MONOSODIUM GLUTAMATE,monopotassium glutamate,0
oats,otes,1
banans,BANANS,1
Magnesium,MAGNESIAM,1
greek-style yogurt,clarified butter,0
Ascorbic Acid,quicklime,0
E508,potassium chloride,1
confectioner's glaze,LAC RESIN,1
Calcium Sulphate,Calcium Sulphate,1
Sodium Sulphate,SODIUM SULFATE,1
calcium alginate,CALCIUM STEAROYL LACTYLATE,0
ground turkey,CHEDDAR,0
ammonia water,AMMONIA WATER,1
shellac,lac resin,1
pickling lime,SLAKED LIME,1
Millet,millet,1
cheddar cheese,chedder cheese,1
NaHCO3,sodium bicarbonate,1
E407,ryce,0
erythrosine,SODIUM STEAROYL LACTYLATE,0
titanium dioxide,whole bird,0
sodium alginate,E460,0
dipotassium inosinate,potassium inosinate,1
ammonium carbonate,Millet,0
CALCIUM CARBONATE,E907,0
sodium sulphite,Ethyl Maltol,0
flaxseeds,flaxseed,1
Potassium Alginate,Greek Yogurt,0
luteine,LUTEINE,1
Chlorine Dioxide,chlorine dioxide,1
propylene glycol algin,aspartame,0
ACACIA GUM,polydimethylsiloxane,0
E400,ALGINATE,1
titanium white,cottage cheese,0
E529,RICOTTA,0
Calcium Sorbate,Calcium Sorbate,1
Beeswax,bee wax,1
GLUTAMATE,Aspartame,0
chlorine dioxide,CREME CHEESE,0
E625,magnesium glutamate,1
zea mays,MILET,0
Carmoisine/Azorubine,azorubine,1
Curcumin,TUMERIC,1
quinoline yellow,chicken thighs,0
cholecalciferol,vitamin D3,1
carotene,sodium stearoyl lactylate,0
LITHOL,bromic acid potassium salt,0
whole milk,whole milke,1
benzoic acid,maltol,0
glutamate,Glutamic Acid,1
PDMS,essential amino acid,0
sunset,sulphur dioxide,0
E203,msg,0
acacia gum,Glycerol,0
cholecalciferol,VITAMIN D,1
E200,sorbic acid,1
E631,sodium inosinate,1
sodium pyrosulfite,Cheddar Cheese,0
calcium carbonite,Calcium Carbonate,1
sulfite,hartshorn,0
Oranges,ornges,1
E170,disodium ribonucleotide,0
E461,MILK OF MAGNESIA,0
magnesium hydroxide,milk of magnesia,1
vitamin c,ascorbate,1
E203,Calcium Sorbate,1
E160a,sodium sulphate,0
Lutein,Dates,0
Lithol Rubine BK,lithol rubine,1
E180,lithol rubine,1
Beetroot Red,BETANIN,1
Vegetable Carbon,E212,0
Ground Beef,MINCED BEEF,1
E515,potash sulfate,1
ethyl paraben,ETHYL PARABEN,1
Cream Cheese,soft cheese,1
magnesium oxide,MAGNESIA,1
magnesium glutamate,Magnesium Glutamate,1
tartazine,E162,0
Cornish Hens,GAME HENS,1
potassium bromate,BROMIC ACID POTASSIUM SALT,1
CAROB GUM,AMMONIUM GLUTAMATE,0
CALCIUM SULFITE,E627,0
calcium phosphate,vitis vinifera dried,0
E250,microcrystalline cellulose,0
E230,stearic,0
propylene glycol,propylene glycol,1
triticum,WHEET,1
E226,Calcium Sulphite,1
ethyl 4-hydroxybenzoate,maize,0
E304,ascorbyl palmitate,1
E162,betanin,1
Cornish Hens,GAME HENS,1
duck magret,duck breast,1
LUTEINE,algin,0
Glucose,dextrose,1
spinage,propylene glycol,0
lycopene,lysine,0
glycocoll,lamb shops,0
quinolin yellow,QUINOLINE YELLOW,1
iron oxide,phosphoric acid,0
Ground Turkey,ground turkey,1
vitamin b2,whey protien,0
E220,sulphur dioxide,1
E524,LYE,1
bicarbonate of soda,LYE,0
Lutein,E525,0
E951,aspartame,1
Silver,sodium ascorbate,0
ponceau 4r,ponceau,1
SODIUM METABISULFITE,periclase,0
Salt,SODIUM CHLORIDE,1
Turkey Breast,turky breast,1
calcium sorbate,vitamin C,0
calcium oxide,burnt lime,1
potassium hydroxide,Ammonium Hydroxide,0
carminic acid,carmine,1
LUTEINE,Gum Arabic,0
chicken breast,ORNGES,0
calcium chlor,cacl2,1
E141,E907,0
sulphuric acid,carrots,0
tartaric acid,potassium chloride,0
vitamin d3,Omega-3 Fatty Acids,0
turkey mince,whole milke,0
E127,quinoa,0
pectin,Beeswax,0
Pectin,bee wax,0
Calcium Bisulfite,E907,0
calcium hydroxide,Glucose,0
calcium stearoyl lactylate,CSL,1
octyl gallate,butter,0
ethyl paraben,KCL,0
POTASSIUM SORBATE,ghi,0
wheet,WHEET,1
Lamb Chops,lamb shops,1
sodium sulphate,solanum lycopersicum,0
sorbic acid,veal cutlets,0
Green S,LITHOL,0
E420,vitamin c,0
MONOSODIUM GLUTAMATE,octadecanoic acid,0
veal cutlets,vitis vinifera dried,0
ANNATO,ASCORBYL PALMITATE,0
vitamin B2,FLAXSEED,0
E406,Agar,1
E333,MONOSODIUM GLUTAMATE,0
acacia gum,pickling lime,0
sodium alginate,Potassium Alginate,0
PECTINE,maltol,0
E407,CARAGEENAN,1
E220,SULFUR DIOXIDE,1
Patent Blue,E516,0
pg alginate,propylene glycol algin,1
glycerine,glycerol,1
calcium carb,calcium carbonat,1
Caramel Color,caramel color,1
sour creme,SOUR CREME,1
Ponceau 4R,carotens,0
Mineral Hydrocarbons,aspartame,0
agar,AGAR AGAR,1
SILVER,barley,0
Spinach,spinage,1
Omega-3 Fatty Acids,OMEGA 3,1
vitamin E,Propylene Glycol,0
locust bean gum,E901,0
Oranges,citrus sinensis,1
cottage chese,Cottage Cheese,1
quinoline yellow,quinolin yellow,1
sodium bicarbonat,BAKING SODA,1
lycopen,Silver,0
monoammonium glutamate,monoammonium glutamate,1
guar flour,E500,0
E516,GYPSUM,1
CALCIUM SORBATE,gelatin,0
lithol rubine,Baking Soda,0
